Country,State,Year,Additional Info,"Sub Centres And Hwc Sub Centres In Rural Areas I (UOM:Number), Scaling Factor:1","Primary Health Centres And Hwc Primary Health Centres In Rural Areas I (UOM:Number), Scaling Factor:1","Sub Centres In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres And Hwc Sub Centres Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres And Hwc Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Anm Required At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Sanctioned At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm In Position At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Vacancies At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Shortfall At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Required At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Sanctioned At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors In Position At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Vacancies At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Shortfall At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Required At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Sanctioned At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists In Position At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Vacancies At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Shortfall At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Required At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Sanctioned At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers In Position At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Vacancies At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Shortfall At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1"
India,Haryana,"Calendar Year (Jan - Dec), 2005",Surplus observed in Doctors at PHCs Shortfall in Rural Areas; Surplus observed in Radiographer Shortfall in Rural Areas,2433,408,72,2433,1499,0,934,408,288,0,120,72,72,0,0,,,,2841,2841,2818,23,23,408,862,862,0,,288,288,49,239,239,72,118,106,12,,480,480,464,16,16,480,391,231,160,249,912,1530,1160,370,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2005",Not Available in Specialists Sanctioned in Rural Areas; Surplus observed in Doctors at PHCs Vacant in Rural Areas; Surplus observed in Doctors at PHCs Shortfall in Rural Areas,2068,439,66,2068,1262,14,792,439,312,46,81,66,65,0,1,,,,2507,2210,1790,420,717,439,354,467,,,,,,,,66,66,54,12,12,505,505,375,130,130,505,505,462,43,43,901,1540,1259,281,
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2005",Not Available in Building position for Sub Centres; Not Available in Building position for PHCs; Not Available in Building position for CHCs,1879,334,70,1879,,,,334,,,,70,,,,,,,2213,1964,1588,376,625,334,668,643,25,,280,276,142,134,138,70,61,61,0,9,404,456,456,0,,404,395,395,0,9,824,244,68,176,756
India,Jharkhand,"Calendar Year (Jan - Dec), 2005",Not Available in Building position for Sub Centres; Not Available in Doctors at PHCs; Not Available in Specialists; Not Available in Radiographer; Not Available in Pharmacist; Not Available in Lab Technician; Not Available in Nursing Staff,4462,561,47,4462,,,,561,,,,47,,,,,,,5023,,,,,561,,,,,188,,,,,47,,,,,608,,,,,608,,,,,890,,,,
India,Karnataka,"Calendar Year (Jan - Dec), 2005",,8143,1681,254,8143,4460,2893,790,1681,1439,92,150,254,207,0,47,,,,9824,8756,8544,212,1280,1681,2237,2041,196,,1016,843,691,152,325,254,51,30,21,224,1935,1935,1880,55,55,1935,1650,1451,199,484,3459,3229,3100,129,359
India,Kerala,"Calendar Year (Jan - Dec), 2005",Surplus observed in Doctors at PHCs Shortfall in Rural Areas,5094,911,106,5094,2986,1098,1010,911,837,34,40,106,105,0,1,,,,6005,5675,5565,110,440,911,1345,949,396,,424,424,82,342,342,106,17,16,1,90,1017,1038,858,180,159,1017,368,358,10,659,1653,2811,2578,233,
India,Ladakh,"Calendar Year (Jan - Dec), 2005",Ladakh became a UT during Aug 2019; No data available for 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2005",,14,4,3,14,8,6,0,4,4,0,0,3,3,0,0,,,,18,22,22,0,,4,4,4,0,0,12,0,0,0,12,3,3,3,0,0,7,11,11,0,,7,8,7,1,0,25,13,13,0,12
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2005",Not Available in Radiographer Sanctioned in Rural Areas; Not Available in Radiographer Vacant in Rural Areas,8874,1192,229,8874,3996,4878,0,1192,746,446,0,229,229,0,0,,,,10066,10027,9345,682,721,1192,1278,839,439,353,916,253,49,204,867,229,,,,,1421,1419,216,1203,1205,1421,454,386,68,1035,2795,908,902,6,1893
India,Maharashtra,"Calendar Year (Jan - Dec), 2005",Surplus observed in Doctors at PHCs Vacant in Rural Areas; Surplus observed in Doctors at PHCs Shortfall in Rural Areas,10453,1780,382,10453,6527,1098,2828,1780,1417,7,356,382,290,5,87,,,,12233,11032,10699,333,1534,1780,3157,3158,,,,1987,1099,888,429,382,180,159,21,223,2162,2256,2055,201,107,2162,1845,1709,136,453,4454,2766,2575,191,1879
India,Manipur,"Calendar Year (Jan - Dec), 2005",Not Available in Building position for PHCs; Not Available in Building position for CHCs,420,72,16,420,216,131,73,72,,,,16,,,,,,,492,463,463,0,29,72,95,67,28,5,64,40,19,21,45,16,5,5,0,11,88,111,88,23,0,88,38,30,8,58,184,83,62,21,122
India,Meghalaya,"Calendar Year (Jan - Dec), 2005",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas; Surplus observed in Doctors at PHCs Shortfall in Rural Areas,401,101,24,401,391,10,0,101,101,0,0,24,24,0,0,,,,502,667,608,59,,101,127,123,4,,96,1,1,0,95,24,28,26,2,,125,145,121,24,4,125,137,134,3,,269,355,263,92,6
India,Mizoram,"Calendar Year (Jan - Dec), 2005",Not Available in Radiographer Sanctioned in Rural Areas; Not Available in Radiographer Vacant in Rural Areas,366,57,9,366,366,0,0,57,57,0,0,9,9,0,0,,,,423,366,345,21,78,57,57,35,22,22,36,0,0,0,36,9,,,,,66,69,35,34,31,66,69,31,38,35,120,270,122,148,
India,Nagaland,"Calendar Year (Jan - Dec), 2005",Not Available in Building position for Sub Centres,394,87,21,394,,,,87,87,0,0,21,21,0,0,,,,481,342,342,0,139,87,53,53,0,34,84,0,0,0,84,21,11,11,0,10,108,85,85,0,23,108,45,45,0,63,234,520,520,0,
India,Odisha,"Calendar Year (Jan - Dec), 2005",Not Available in Specialists In Position in Rural Areas; Not Available in Specialists Vacant in Rural Areas; Not Available in Specialists Shortfall in Rural Areas,5927,1282,231,5927,2542,3385,0,1282,1282,0,0,231,231,0,0,,,,7209,7121,6768,353,441,1282,1353,1353,0,,924,496,,,,231,26,8,18,223,1513,2040,1984,56,,1513,344,311,33,1202,2899,657,637,20,2262
India,Puducherry,"Calendar Year (Jan - Dec), 2005",Surplus observed in Specialists Vacant in Rural Areas; Surplus observed in Specialists Shortfall in Rural Areas,76,39,4,76,36,40,0,39,36,3,0,4,4,0,0,,,,115,115,115,0,0,39,63,63,0,,16,4,6,,10,4,4,4,0,0,43,63,58,5,,43,20,20,0,23,67,96,95,1,
India,Punjab,"Calendar Year (Jan - Dec), 2005",,2858,484,116,2858,1443,0,1415,484,409,0,75,116,115,0,1,,,,3342,2704,2602,102,740,484,646,373,273,111,464,393,226,167,238,116,80,57,23,59,600,854,811,43,,600,747,600,147,0,1296,697,640,57,656
India,Rajasthan,"Calendar Year (Jan - Dec), 2005",Surplus observed in Pharmacist Shortfall in Rural Areas; Surplus observed in Lab Technician Shortfall in Rural Areas,10512,1713,326,10512,8211,0,2301,1713,1446,0,267,326,256,0,70,,,,12225,11425,11425,0,800,1713,1517,1506,11,207,1304,811,581,230,723,326,269,269,0,57,2039,2375,2355,20,,2039,2153,2065,88,,3995,9891,8425,1466,
India,Sikkim,"Calendar Year (Jan - Dec), 2005",Surplus observed in Radiographer Shortfall in Rural Areas; Surplus observed in Lab Technician Shortfall in Rural Areas,147,24,4,147,108,31,8,24,24,0,0,4,4,0,0,,,,171,267,260,7,,24,48,48,0,,16,16,4,12,12,4,8,5,3,,28,28,3,25,25,28,36,32,4,,52,45,45,0,7
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2005",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas,8682,1380,35,8682,6510,2172,0,1380,1340,40,0,35,35,0,0,,,,10062,10366,10112,254,,1380,3806,2257,1549,,140,48,48,0,92,35,28,28,0,7,1415,1440,1252,188,163,1415,1024,861,163,554,1625,167,167,0,1458
India,Telangana,"Calendar Year (Jan - Dec), 2005",Telangana came to existence in 2014 after bifurcation of Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2005",,59.00000000000000000000,9.00000000000000000000,2.00000000000000000000,59.00000000000000000000,58.00000000000000000000,1.00000000000000000000,0.00000000000000000000,9.00000000000000000000,9.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.00000000000000000000,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,,,,68.00000000000000000000,62.00000000000000000000,62.00000000000000000000,0.00000000000000000000,6.00000000000000000000,9.00000000000000000000,11.00000000000000000000,11.00000000000000000000,0.00000000000000000000,0.00000000000000000000,8.00000000000000000000,2.00000000000000000000,2.00000000000000000000,0.00000000000000000000,6.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,11.00000000000000000000,12.00000000000000000000,12.00000000000000000000,0.00000000000000000000,0.00000000000000000000,11.00000000000000000000,11.00000000000000000000,11.00000000000000000000,0.00000000000000000000,0.00000000000000000000,23.00000000000000000000,24.00000000000000000000,22.00000000000000000000,2.00000000000000000000,3.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2005",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas; Surplus observed in Pharmacist Vacant in Rural Areas; Surplus observed in Nursing Staff Vacant in Rural Areas,539,73,10,539,278,202,59,73,73,0,0,10,10,0,0,,,,612,525,561,,51,73,161,152,9,,40,2,2,0,38,10,4,4,0,6,83,47,63,,20,83,55,43,12,40,143,125,274,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2005",Not Available in Doctors at PHCs Sanctioned in Rural Areas; Not Available in Specialists; Not Available in Radiographer; Not Available in Pharmacist; Not Available in Lab Technician; Not Available in Nursing Staff,20521,3660,386,20521,6494,14027,0,3660,1835,1825,0,386,386,0,0,,,,24181,18577,18146,431,6035,3660,,,,,1544,,,,,386,,,,,4046,,,,,4046,,,,,6362,,,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2005",,1576,225,44,1576,562,1014,0,225,182,43,0,44,44,0,0,,,,1801,1660,1486,174,315,225,272,182,90,43,176,163,71,92,105,44,40,30,10,14,269,293,281,12,,269,90,32,58,237,533,145,129,16,404
India,West Bengal,"Calendar Year (Jan - Dec), 2005",Surplus observed in Doctors at PHCs Shortfall in Rural Areas,10356,1173,95,10356,1923,8433,0,1173,1173,0,0,95,95,0,0,,,,11529,10356,9070,1286,2459,1173,1560,1319,241,,380,310,133,177,247,95,86,77,9,18,1268,1438,1231,207,37,1268,427,341,86,927,1838,1901,1479,422,359
